,IncomeRevenues,IncomeCostOfSales,IncomeDistributionExpenses,IncomeAdministrativExpenses,IncomeGrossProfit,IncomeOtherOperatingIncome,IncomeOtherOperatingCosts,IncomeEBIT,IncomeFinanceIncome,IncomeFinanceCosts,IncomeOtherIncome,IncomeNetGrossProfit,IncomeExtraordinarProfit,IncomeBeforeTaxProfit,IncomeDiscontinuedProfit,IncomeNetProfit,IncomeShareholderNetProfit,BalanceNoncurrentAssets,BalanceIntangibleAssets,BalanceProperty,BalanceNoncurrentReceivables,BalanceNoncurrInvestments,BalanceOtherNoncurrentAssets,BalanceCurrentAssets,BalanceInventory,BalanceCurrentReceivables,BalanceCurrentInvestments,BalanceCash,BalanceOtherCurrentAssets,BalanceAssetsForSale,BalanceTotalAssets,BalanceCapital,BalanceShareCapital,BalanceOwnShares,BalanceReserve,BalanceNonshareCapital,BalanceNoncurrentLiabilities,BalanceNoncurrentTradeLiabilities,BalanceNoncurrentBorrowings,BalanceNoncurrentObligations,BalanceNoncurrentLeasing,BalanceNoncurrentOtherLiabilities,BalanceCurrentLiabilities,BalanceCurrentTradePayablesv,BalanceCurrentBorrowings,BalanceCurrentObligations,BalanceCurrentLeasing,BalanceCurrentOtherLiabilities,BalanceReckoning,BalanceTotalEquityAndLiabilities,CashflowOperatingCashflow,CashflowAmortization,CashflowInvestingCashflow,CashflowCapex,CashflowFinancingCashflow,CashflowShareCapitalCash,CashflowDividend,CashflowNetCashflow
NVT,23467000.0,17642000.0,966000.0,1872000.0,2987000.0,-46000.0,-53000.0,2994000.0,34000.0,-9000.0,,3037000.0,,3048000.0,,2485000.0,2485000.0,74053000.0,18000.0,70643000.0,,1000.0,27794000.0,10091000.0,8883000.0,,1265000.0,264000.0,0.0,96038000.0,75755000.0,5000000.0,38843000.0,,22617000.0,,,,,10199000.0,10999000.0,4287000.0,338000.0,,,282000.0,90286000.0,,,,694000.0,1518000.0,-264000.0,264000.0,-2005000.0,,10000000.0,3633000.0
NWG,134125000.0,110275000.0,695000.0,14240000.0,8915000.0,3098000.0,3958000.0,8055000.0,70000.0,5416000.0,,2709000.0,,2709000.0,,1100000.0,957000.0,312682000.0,37445000.0,260912000.0,9852000.0,,6604000.0,593168000.0,219428000.0,368198000.0,,3260000.0,2282000.0,,1021354000.0,385456000.0,11250000.0,,310837000.0,260000.0,132334000.0,,92765000.0,,89160000.0,42292000.0,380908000.0,140908000.0,121707000.0,,7751000.0,109935000.0,607000.0,919716000.0,-60335000.0,5121000.0,-9847000.0,8515000.0,69364000.0,1500000.0,45000000.0,-40425000.0
NWR,845625000.0,830122000.0,86607000.0,74047000.0,-145150000.0,-1300353000.0,-1260973000.0,-184531000.0,-1353000.0,55453000.0,,-168304000.0,,-168304000.0,,-125622000.0,-125622000.0,2521477000.0,,1348789000.0,7371000.0,86521000.0,3061485000.0,592231000.0,686548000.0,3107000.0,323342000.0,,9135317000.0,3325785000.0,467103000.0,,1350131000.0,7270000.0,4609436000.0,,3298965000.0,,,931831000.0,863978000.0,525324000.0,18503000.0,,,55561000.0,,2229147000.0,,,-33701000.0,138113000.0,-50423000.0,73612000.0,0.0,,,215660000.0
OAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBL,100036000.0,92907000.0,1583000.0,5553000.0,-7000.0,3354000.0,3183000.0,164000.0,-1032000.0,208000.0,,-352000.0,,-352000.0,,-538000.0,-481000.0,160602000.0,9608000.0,140467000.0,82000.0,1781000.0,215872000.0,106397000.0,80128000.0,4124000.0,,63000.0,286726000.0,263640000.0,7145000.0,,227660000.0,,,5997000.0,,,15565000.0,44159000.0,40252000.0,55292000.0,,,1637000.0,287078000.0,,,,,7706000.0,1591000.0,-6429000.0,5988000.0,2318000.0,,,-1141000.0
ODL,30057000.0,25129000.0,673000.0,2414000.0,1841000.0,516000.0,459000.0,1898000.0,-187000.0,79000.0,,2412000.0,,2412000.0,,1898000.0,1898000.0,38202000.0,464000.0,35466000.0,,,932000.0,52552000.0,16566000.0,18615000.0,14497000.0,1159000.0,,49052000.0,33444000.0,38142000.0,,3560000.0,,10290000.0,3328000.0,,,,8361000.0,136496000.0,134673000.0,,,,1941000.0,1621000.0,78510000.0,,3555000.0,1675000.0,-792000.0,792000.0,1603000.0,,,4005000.0
OEX,61737000.0,47813000.0,9790000.0,1861000.0,2273000.0,375000.0,67000.0,2581000.0,14000.0,156000.0,,2439000.0,,2439000.0,,1935000.0,1935000.0,91208000.0,129909000.0,,,1674000.0,73289000.0,10095000.0,40684000.0,34000.0,298000.0,,125635000.0,55354000.0,1136000.0,,46420000.0,2032000.0,74714000.0,,,,2298000.0,75287000.0,43008000.0,6670000.0,,,18305000.0,673000.0,195174000.0,,,,3889000.0,427000.0,-654000.0,671000.0,-3605000.0,,147000.0,1343000.0
OIL,8000.0,,,,-7201000.0,2665000.0,6014000.0,-8867000.0,200000.0,15595000.0,-101000.0,-24363000.0,,-24363000.0,,-12714000.0,-14758000.0,877801000.0,428207000.0,1694000.0,205576000.0,50766000.0,145016000.0,15000.0,1382000.0,466000.0,,0.0,1261998000.0,522473000.0,1730831000.0,,-645842000.0,-87016000.0,305704000.0,,,,150603000.0,323989000.0,72727000.0,301143000.0,,,88584000.0,804000.0,556353000.0,,,,-238000.0,105000.0,2819000.0,206000.0,-100000.0,,,112000.0
OPF,113244000.0,,,,21380000.0,1836000.0,2062000.0,21154000.0,120000.0,2542000.0,,-571000.0,,-571000.0,,9364000.0,8022000.0,464010000.0,352087000.0,25599000.0,3026000.0,101350000.0,33950000.0,80581000.0,,55322000.0,,,,599194000.0,299539000.0,542000.0,,273236000.0,2217000.0,69683000.0,,,112984000.0,1059000.0,19642000.0,124559000.0,15136000.0,,,3233000.0,,599194000.0,,,10520000.0,5286000.0,-15393000.0,15321000.0,-3801000.0,1000.0,,-1494000.0
OPG,90085000.0,,,,-159248000.0,-171416000.0,15238000.0,-77565000.0,-100858000.0,18099000.0,-2101000.0,-22450000.0,,-22450000.0,17000.0,1602000.0,1607000.0,1485875000.0,,,127788000.0,481188000.0,,123509000.0,233000.0,9799000.0,,7213573000.0,1868569000.0,,741892000.0,,,1990973000.0,265273000.0,,,449311000.0,129837000.0,,,,9529907000.0,,,,,,,,60991000.0,2232400000.0,1571937000.0,,382299000.0,,,
OPL,3196000000.0,,,,467000000.0,100000000.0,177000000.0,390000000.0,3000000.0,122000000.0,-191000000.0,-199000000.0,,-199000000.0,,-153000000.0,-153000000.0,20026000000.0,10042000000.0,10666000000.0,18000000.0,243000000.0,4868000000.0,272000000.0,1462000000.0,150000000.0,460000000.0,141000000.0,33771000000.0,17760000000.0,4007000000.0,0.0,796000000.0,2000000.0,4437000000.0,795000000.0,5617000000.0,,,7215000000.0,2006000000.0,2114000000.0,,,3676000000.0,539000000.0,26968000000.0,,,,982000000.0,775000000.0,-536000000.0,563000000.0,-525000000.0,,,185000000.0
OPM,19112000.0,15663000.0,2112000.0,1190000.0,148000.0,229000.0,50000.0,327000.0,-49000.0,50000.0,,2232000.0,,2232000.0,,2010000.0,2010000.0,28147000.0,2690000.0,18062000.0,134000.0,7195000.0,2049000.0,24571000.0,3220000.0,10104000.0,511000.0,352000.0,,40113000.0,20956000.0,730000.0,-1000.0,20637000.0,,7785000.0,,412000.0,,,7675000.0,9549000.0,7505000.0,3416000.0,,,2141000.0,33578000.0,,,3072000.0,771000.0,-342000.0,370000.0,-2622000.0,,803000.0,2418000.0
OPN,40624000.0,34979000.0,8216000.0,814000.0,-3385000.0,489000.0,453000.0,7103000.0,89000.0,54000.0,13000.0,9495000.0,,9495000.0,,8628000.0,8628000.0,56206000.0,30705000.0,21782000.0,,79000.0,3499000.0,4803000.0,4314000.0,,13634000.0,82000.0,,119993000.0,80593000.0,13936000.0,,,4000.0,1669000.0,780000.0,,,2892000.0,69754000.0,98473000.0,,,,512000.0,2991000.0,,,,2239000.0,1864000.0,-1127000.0,1166000.0,-1825000.0,,,-42971000.0
ORB,196557000.0,126306000.0,,,126761000.0,4093000.0,26035000.0,104819000.0,565000.0,11321000.0,56674000.0,,56674000.0,,42937000.0,42433000.0,,2068592000.0,112194000.0,,22447000.0,416000.0,120380000.0,3874000.0,52454000.0,,,674000.0,2364631000.0,1784916000.0,517754000.0,,133308000.0,162000.0,,285438000.0,,,97589000.0,156005000.0,29034000.0,40841000.0,,,84661000.0,42132000.0,2910741000.0,,,,54870000.0,29290000.0,-26823000.0,27885000.0,-64508000.0,,69116000.0,
ORN,821000.0,,,,-116000.0,24000.0,2000.0,1223000.0,14000.0,167000.0,,4860000.0,,4860000.0,,405000.0,405000.0,1675000.0,,1520000.0,170000.0,90000.0,160000.0,78636000.0,61780000.0,,,,,26230000.0,23106000.0,10823000.0,-44000.0,8831000.0,,4853000.0,43000.0,16757000.0,,,2877000.0,15523000.0,5719000.0,3621000.0,,,4569000.0,,79623000.0,,-680000.0,38000.0,41000.0,,,,966000.0,
OTM,77614000.0,61125000.0,8029000.0,3073000.0,5387000.0,359000.0,674000.0,5072000.0,-8000.0,669000.0,,2446000.0,,2446000.0,,1348000.0,823000.0,169634000.0,19249000.0,141757000.0,,,43622000.0,9702000.0,69275000.0,,4029000.0,383000.0,733000.0,260237000.0,105557000.0,2550000.0,,0.0,26911000.0,,38433000.0,,,14096000.0,102680000.0,39811000.0,30482000.0,,,13645000.0,,254952000.0,,,2207000.0,2978000.0,-1316000.0,2317000.0,780000.0,,,824000.0
OTS,139399000.0,118548000.0,1729000.0,12558000.0,6564000.0,457000.0,1292000.0,5729000.0,-260000.0,3081000.0,,10071000.0,,10071000.0,,6086000.0,5890000.0,346371000.0,27767000.0,353024000.0,1043000.0,3874000.0,502000.0,237498000.0,3629000.0,147734000.0,69912000.0,43464000.0,,,1331004000.0,,,10208000.0,24380000.0,146460000.0,,45380000.0,,,35954000.0,233813000.0,105620000.0,39618000.0,,,18155000.0,,713437000.0,,5530000.0,7142000.0,-1220000.0,1657000.0,22080000.0,,10651000.0,-9115000.0
OVO,73137000.0,46294000.0,2448000.0,2648000.0,21746000.0,3085000.0,-893000.0,25725000.0,-53000.0,-41000.0,,25712000.0,,25712000.0,,25522000.0,24947000.0,260685000.0,,112465000.0,,,110687000.0,147597000.0,81064000.0,44032000.0,,48705000.0,,,,124000.0,,105495000.0,10403000.0,6202000.0,,4499000.0,,,2398000.0,23738000.0,22292000.0,12863000.0,,,566000.0,,392911000.0,,17606000.0,84000.0,-35889000.0,30184000.0,21572000.0,,,20192000.0
PAT,33338000.0,29217000.0,892000.0,1264000.0,1965000.0,1014000.0,16000.0,2963000.0,83000.0,405000.0,,2641000.0,,2641000.0,,2068000.0,2063000.0,111443000.0,5032000.0,104674000.0,949000.0,,1857000.0,16876000.0,24295000.0,,14077000.0,,,139042000.0,93643000.0,11800000.0,,18805000.0,1000000.0,36036000.0,,9643000.0,,,20875000.0,53920000.0,3156000.0,,,1892000.0,,88076000.0,,,7224000.0,1135000.0,-3969000.0,3973000.0,-459000.0,,,3498000.0
PBF,2808000.0,3114000.0,3000.0,570000.0,-81000.0,31000.0,47000.0,-97000.0,277000.0,137000.0,,-2915000.0,-314000.0,,-2371000.0,-2368000.0,,19944000.0,49000.0,5399000.0,,14988000.0,1343000.0,7016000.0,37000.0,5116000.0,2994000.0,315000.0,702000.0,148532000.0,54904000.0,52260000.0,,41136000.0,7000.0,307000.0,,106000.0,,,32000.0,3333000.0,,,,639000.0,0.0,15508000.0,,,-578000.0,129000.0,-3342000.0,158000.0,370000.0,,,-70000.0
PBG,248733000.0,288126000.0,5700000.0,19098000.0,1533000.0,4349000.0,5957000.0,-75000.0,,1535000.0,22615000.0,,22615000.0,,2346000.0,2212000.0,,990927000.0,195253000.0,,45834000.0,8678000.0,3119526000.0,380714000.0,644564000.0,101684000.0,16460000.0,,6391930000.0,-858283000.0,14295000.0,,1520199000.0,223427000.0,,293129000.0,,,73463000.0,3247900000.0,851587000.0,162511000.0,,3377000.0,138357000.0,0.0,,,,,-9505000.0,5333000.0,1053000.0,1382000.0,15034000.0,1000.0,1332000.0,
PBX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCE,510401000.0,452901000.0,16285000.0,35327000.0,5888000.0,2356000.0,621000.0,7819000.0,470000.0,4282000.0,2987000.0,-35715000.0,,-24555000.0,,-31417000.0,-13148000.0,1276087000.0,52710000.0,1070718000.0,9154000.0,10717000.0,582048000.0,187226000.0,355897000.0,509000.0,48687000.0,10159000.0,,2078712000.0,1092427000.0,750000000.0,,43000.0,56574000.0,10464000.0,11666000.0,,,110661000.0,776307000.0,450083000.0,74097000.0,,,16596000.0,2958000.0,1540343000.0,,,-8761000.0,18748000.0,-71502000.0,69953000.0,67044000.0,-81498000.0,,4492000.0
PCG,554536000.0,540206000.0,2947000.0,133000.0,417000.0,0.0,,433000.0,301000.0,1312000.0,149000.0,,149000.0,,30000.0,119000.0,,14967000.0,40000.0,,7504000.0,1158000.0,72113000.0,,7000.0,4154000.0,401000.0,,117202000.0,46461000.0,30689000.0,,,92000.0,,22000.0,,,1171000.0,29254000.0,12000.0,,,1425000.0,191000.0,0.0,,,,,6372000.0,382000.0,-5194000.0,232000.0,5721000.0,,-62000.0,
PCM,138034000.0,86487000.0,,7948000.0,43599000.0,786000.0,32785000.0,11600000.0,29000.0,484000.0,,11145000.0,,11145000.0,,6429000.0,6429000.0,931156000.0,74000.0,524800000.0,376073000.0,,30761000.0,145311000.0,35124000.0,61522000.0,10000.0,6822000.0,65269000.0,,1417081000.0,474726000.0,23818000.0,,416254000.0,,,,,,,,942355000.0,35086000.0,882580000.0,,,4176000.0,20512000.0,1417081000.0,47214000.0,34529000.0,3719000.0,100000.0,-55518000.0,,4500000.0,3193000.0
PCR,262852000.0,219998000.0,21252000.0,10441000.0,16924000.0,4280000.0,-4797000.0,45500000.0,,2636000.0,-502000.0,27834000.0,,27834000.0,,25632000.0,25626000.0,,,,,,1961000.0,322663000.0,83720000.0,110585000.0,1544000.0,73032000.0,14129000.0,843000.0,1436564000.0,749174000.0,19853000.0,,,43000.0,549095000.0,508000.0,204393000.0,,,,,,,,,,0.0,,837000.0,12935000.0,-27932000.0,28175000.0,-1128000.0,,231000.0,6099000.0
PCX,116897000.0,102114000.0,4309000.0,4555000.0,5181000.0,12000.0,222000.0,8439000.0,17000.0,2124000.0,,5374000.0,,5374000.0,,4531000.0,4531000.0,373497000.0,200931000.0,171327000.0,,111000.0,119000.0,158385000.0,49299000.0,112344000.0,,19184000.0,,,150794000.0,151300000.0,,,,196149000.0,104000.0,175383000.0,,,23416000.0,105202000.0,59014000.0,23374000.0,,,9864000.0,,539451000.0,,1294000.0,2855000.0,-1448000.0,1522000.0,-330000.0,,0.0,-1831000.0
PEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEP,28726000.0,24657000.0,,2756000.0,1313000.0,1178000.0,210000.0,2281000.0,2227000.0,4805000.0,,6965000.0,,6965000.0,,26632000.0,26622000.0,2300437000.0,217493000.0,237999000.0,3280000.0,1270000.0,824100000.0,38327000.0,1956000.0,30364000.0,4593000.0,334886000.0,2732294000.0,1266524000.0,-365000.0,54614000.0,1121000.0,325427000.0,,695168000.0,,,195548000.0,836000.0,29294000.0,,,25237000.0,7970000.0,958408000.0,,,,,-26038000.0,7199000.0,-1843000.0,1562000.0,-16709000.0,240000000.0,,39166000.0
PEX,65787000.0,41918000.0,1046000.0,1632000.0,21191000.0,379000.0,1117000.0,20453000.0,-21000.0,232000.0,-125000.0,20630000.0,,20630000.0,,18136000.0,18136000.0,82567000.0,,62836000.0,,53463000.0,3243000.0,198658000.0,,100000.0,75662000.0,,,243625000.0,203926000.0,54282000.0,,216448000.0,,,,,,,,46165000.0,27226000.0,,,3677000.0,,208294000.0,,,40780000.0,1584000.0,-10552000.0,7544000.0,0.0,,1718000.0,
PFL,380085000.0,310725000.0,23502000.0,13925000.0,31933000.0,4796000.0,3588000.0,33141000.0,-1419000.0,4346000.0,,27376000.0,,27376000.0,-1599000.0,25980000.0,25980000.0,882916000.0,627699000.0,,3954000.0,8110000.0,429890000.0,177692000.0,183337000.0,1393000.0,,,1994969000.0,516738000.0,16376000.0,,963083000.0,73422000.0,,648648000.0,,,38039000.0,995889000.0,175144000.0,48216000.0,,,252872000.0,1087241000.0,,,,,15879000.0,11110000.0,-10176000.0,11811000.0,-14398000.0,,,-781000.0
PGE,7481000000.0,5649000000.0,363000000.0,192000000.0,932000000.0,82000000.0,77000000.0,937000000.0,106000000.0,105000000.0,-19000000.0,829000000.0,,829000000.0,,1462000000.0,1463000000.0,49062000000.0,739000000.0,50327000000.0,137000000.0,63000000.0,1047000000.0,12157000000.0,1271000000.0,3690000000.0,,478854000.0,3261000.0,54549855000.0,36958707000.0,18697837000.0,-229000.0,9743000000.0,295000000.0,9706000000.0,,4596000000.0,,,9621000000.0,8306000000.0,2682000000.0,390000000.0,,,3566000000.0,108000000.0,67844000000.0,,2533000000.0,702000000.0,-1534000000.0,1575000000.0,-1896000000.0,,,84000000.0
PGM,17149000.0,8863000.0,2578000.0,1725000.0,3424000.0,275000.0,313000.0,947000.0,4858000.0,354000.0,,3475000.0,,3475000.0,,3362000.0,3165000.0,27575000.0,14035000.0,4950000.0,358000.0,346000.0,36535000.0,391000.0,12366000.0,,6445000.0,,12873000.0,12430000.0,103897000.0,-1199000.0,-50485000.0,346000.0,2830000.0,,116000.0,,,1654000.0,11633000.0,654000.0,,,3633000.0,4753000.0,44304000.0,,,,1392000.0,258000.0,-1837000.0,6000.0,-287000.0,,,382000.0
PGN,6203000000.0,,,,1003000000.0,,122000000.0,881000000.0,-74000000.0,131000000.0,,757000000.0,,757000000.0,,686000000.0,688000000.0,37532000000.0,1041000000.0,32539000000.0,,453123000.0,6642034000.0,1383654000.0,4098368000.0,259000000.0,4783000000.0,302000000.0,68000000.0,20760337000.0,5900000000.0,,14158632000.0,4156000.0,10870000000.0,,5914000000.0,,,5959000000.0,1512323000.0,91370000.0,,,558520000.0,713752000.0,42180713000.0,,,,738000000.0,591000000.0,-636000000.0,739000000.0,-864000000.0,,,-2613000000.0
PGO,52904000.0,40238000.0,692000.0,5261000.0,6713000.0,261000.0,442000.0,6532000.0,-42000.0,780000.0,,5710000.0,,5710000.0,,6943000.0,6943000.0,221621000.0,9570000.0,235601000.0,,,11396000.0,123723000.0,57423000.0,89339000.0,1000.0,3965000.0,,283665000.0,193093000.0,96300000.0,,30879000.0,,33113000.0,,1575000.0,,,27222000.0,107053000.0,44869000.0,,,9314000.0,,0.0,,,6594000.0,2649000.0,-4236000.0,4889000.0,-1944000.0,,,643000.0
PHN,37900000.0,17400000.0,,9400000.0,11100000.0,3100000.0,5600000.0,8600000.0,1100000.0,-100000.0,,10000000.0,,10000000.0,0.0,10700000.0,10200000.0,1974800000.0,300000.0,1950200000.0,,18300000.0,6000000.0,292500000.0,30300000.0,51700000.0,,76200000.0,,18500000.0,2634900000.0,1975100000.0,46800000.0,,1850200000.0,27700000.0,,400000.0,,,,83100000.0,53000000.0,500000.0,,,39500000.0,,2254800000.0,,17800000.0,400000.0,-2500000.0,200000.0,-100000.0,,,46200000.0
PIW,2865000.0,2606000.0,0.0,53000.0,39000.0,,49000.0,23000.0,46000.0,,250000.0,,-1912000.0,,-80000.0,-80000.0,,10966000.0,9839000.0,,,,4768000.0,30000.0,1345000.0,,36000.0,681000.0,,15861000.0,12651000.0,12450000.0,,2988000.0,,1047000.0,,,,,161000.0,1064000.0,21000.0,,,113000.0,2000.0,15374000.0,,,549000.0,65000.0,-9000.0,1000.0,0.0,-37000.0,,
PJP,37810000.0,29037000.0,4352000.0,3286000.0,1135000.0,121000.0,-15000.0,1271000.0,351000.0,,,144000.0,,144000.0,,146000.0,146000.0,60080000.0,32785000.0,,44000.0,3933000.0,83845000.0,20723000.0,45835000.0,5218000.0,328000.0,,140933000.0,107792000.0,5983000.0,,1000.0,3963000.0,,298000.0,,,2929000.0,27335000.0,49141000.0,,,4228000.0,4853000.0,137453000.0,,,,,3178000.0,687000.0,-652000.0,856000.0,-2064000.0,,0.0,1568000.0
PKN,30304000000.0,28381000000.0,998000000.0,334000000.0,591000000.0,103000000.0,113000000.0,581000000.0,60000000.0,-145000000.0,,744000000.0,,744000000.0,,615000000.0,538000000.0,26297357000.0,1114504000.0,24801320000.0,,787000000.0,742000000.0,25005000000.0,11916000000.0,7700000000.0,520000000.0,4869000000.0,94000000.0,15000000.0,56489000000.0,29110000000.0,1058000000.0,,1992000000.0,2829000000.0,8718000000.0,,6351000000.0,,,2367000000.0,15832000000.0,13877000000.0,657000000.0,,,1298000000.0,32976560000.0,,1095000000.0,526000000.0,-416000000.0,622000000.0,-2599000000.0,,,691000000.0
PKP,1225709000.0,,,,-91573000.0,835000.0,18683000.0,-109421000.0,6731000.0,-398000.0,1661000.0,64202000.0,,64202000.0,,57534000.0,56867000.0,4049895000.0,62013000.0,3927810000.0,,40348000.0,106220000.0,1136439000.0,139331000.0,752546000.0,4046000.0,137900000.0,38093000.0,6000000.0,6400939000.0,3334778000.0,2239346000.0,,667893000.0,1166736000.0,102586000.0,326339000.0,,,577721000.0,1119625000.0,506228000.0,146803000.0,,86264000.0,125808000.0,,6246443000.0,,166787000.0,95425000.0,-133305000.0,91081000.0,-31857000.0,,,7305000.0
PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLX,39507000.0,29958000.0,2356000.0,3427000.0,3766000.0,232000.0,225000.0,3773000.0,6000.0,366000.0,,1450000.0,179000.0,,179000.0,179000.0,,87465000.0,1321000.0,94489000.0,,669000.0,29298000.0,21886000.0,27531000.0,1453000.0,5805000.0,700000.0,,20099000.0,10750000.0,,34178000.0,2534000.0,19444000.0,,7423000.0,,,7460000.0,9675000.0,1538000.0,,,2254000.0,639000.0,153169000.0,,,,7199000.0,1730000.0,-1679000.0,1489000.0,-1058000.0,,0.0,1630000.0
PLY,937103000.0,,,,122775000.0,15858000.0,28997000.0,109636000.0,5141000.0,-24002000.0,,138779000.0,,138779000.0,,126923000.0,126923000.0,,2147219000.0,1207497000.0,14157000.0,30316000.0,171119000.0,3688555000.0,263284000.0,1050250000.0,,116281000.0,1181851000.0,,8341600000.0,-363400000.0,100000.0,,3693700000.0,,6646986000.0,,,,,1527346000.0,691763000.0,278475000.0,,,34601000.0,377693000.0,6251722000.0,,417822000.0,292421000.0,-308962000.0,314395000.0,-87348000.0,,,38299000.0
PLZ,25348000.0,-266673000.0,,12961000.0,279060000.0,-556446000.0,10009000.0,-287396000.0,-18741000.0,77846000.0,-20044000.0,-404027000.0,,-404027000.0,2020000.0,-5282000.0,-5282000.0,209276000.0,,27040000.0,,1548552000.0,2759000.0,111145000.0,,12830000.0,,,8846000.0,1794297000.0,428433000.0,29217000.0,,1148072000.0,3390000.0,,,,,67911000.0,516784000.0,7619000.0,140970000.0,332683000.0,,27636000.0,,1638055000.0,,,-30948000.0,4794000.0,24809000.0,0.0,17578000.0,,,72877000.0
PMA,11642000.0,5761000.0,6666000.0,662000.0,-1447000.0,236000.0,193000.0,-1404000.0,39000.0,67000.0,,488000.0,,488000.0,,281000.0,281000.0,6810000.0,31000.0,3144000.0,,56000.0,17508000.0,16592000.0,797000.0,1486000.0,2299000.0,83000.0,,27603000.0,1600000.0,,12851000.0,,265000.0,,112000.0,,,283000.0,14428000.0,11055000.0,5149000.0,,,,26537000.0,,,,-555000.0,343000.0,-399000.0,184000.0,-29000.0,,,3492000.0
PMG,5000.0,114000.0,,85000.0,445000.0,43000.0,634000.0,627000.0,424000.0,,7187000.0,,-598000.0,-159000.0,-19000.0,-19000.0,,350000.0,10163000.0,303000.0,28000.0,126000.0,27419000.0,32760000.0,,27120000.0,11000.0,,-13624000.0,10331000.0,-1253000.0,8777000.0,,356000.0,,,,8151000.0,24605000.0,13464000.0,,,,931000.0,26916000.0,,,,,,-1388000.0,,90000.0,,0.0,,-53000.0,
PMP,120852000.0,98178000.0,12003000.0,8469000.0,2202000.0,-4179000.0,5968000.0,-7945000.0,680000.0,2278000.0,,543000.0,,543000.0,,-4262000.0,-4045000.0,153568000.0,6128000.0,3590000.0,386000.0,6128000.0,140295000.0,62726000.0,,7188000.0,1248000.0,1227000.0,336769000.0,23167000.0,,56441000.0,2235000.0,46270000.0,,29511000.0,,5980000.0,,63160000.0,85299000.0,,,12107000.0,1848000.0,318512000.0,,,,,2822000.0,3370000.0,-1971000.0,2276000.0,-6335000.0,-28000.0,,1120000.0
PND,26479000.0,26413000.0,1701000.0,4980000.0,-6615000.0,31611000.0,14224000.0,10772000.0,-277000.0,10224000.0,3189000.0,-140150000.0,,-140150000.0,,-5473000.0,-5473000.0,1373544000.0,123216000.0,1038475000.0,126586000.0,31526000.0,53741000.0,932492000.0,658649000.0,151413000.0,53346000.0,70060000.0,3534000.0,6992000.0,1399668000.0,729124000.0,65386000.0,67950000.0,-89000.0,57330000.0,50561000.0,40894000.0,,,28310000.0,187164000.0,89890000.0,50169000.0,,,48721000.0,-1616000.0,242377000.0,,16326000.0,222000.0,1783000.0,95000.0,-40018000.0,,,38576000.0
POM,13509000.0,11623000.0,,784000.0,1102000.0,117000.0,66000.0,1153000.0,84000.0,292000.0,,706000.0,,706000.0,,506000.0,506000.0,45498000.0,12525000.0,27242000.0,,,934000.0,15722000.0,267000.0,15087000.0,3000.0,11688000.0,,42542000.0,38092000.0,28350000.0,,11847000.0,,11020000.0,,5817000.0,,,2364000.0,11385000.0,6222000.0,1648000.0,,522000.0,28000.0,0.0,,,2386000.0,674000.0,-32000.0,96000.0,-1702000.0,15000.0,-2519000.0,
POZ,62568000.0,39458000.0,932000.0,1011000.0,4195000.0,378000.0,447000.0,4023000.0,268000.0,578000.0,,3713000.0,,3713000.0,,3079000.0,3102000.0,134401000.0,2496000.0,138955000.0,211000.0,26000.0,1597000.0,140363000.0,38458000.0,52077000.0,,31258000.0,17535000.0,,378207000.0,12803000.0,,2454000.0,,4357000.0,4186000.0,,,,424000.0,39717000.0,15002000.0,10473000.0,,,1809000.0,7612000.0,252546000.0,,8415000.0,896000.0,-9473000.0,4875000.0,12670000.0,,,-3164000.0
PPS,27513000.0,23105000.0,1259000.0,4414000.0,-1265000.0,225000.0,57000.0,-1097000.0,102000.0,265000.0,,1307000.0,,1307000.0,,868000.0,788000.0,102071000.0,6707000.0,,98000.0,610000.0,41348000.0,20761000.0,14678000.0,7388000.0,28601000.0,,123123000.0,91019000.0,4980000.0,,105787000.0,34103000.0,,9060000.0,,,13233000.0,29449000.0,6206000.0,15583000.0,,1368000.0,6552000.0,196668000.0,,,,,14936000.0,1758000.0,-1486000.0,1502000.0,-8060000.0,,,-1137000.0
PRC,7083000.0,2574000.0,3665000.0,626000.0,218000.0,142000.0,76000.0,284000.0,1537000.0,271000.0,,-27000.0,,-27000.0,,6000.0,4000.0,47264000.0,27977000.0,,291000.0,317000.0,22433000.0,13202000.0,5620000.0,5000.0,46000.0,,25583000.0,12314000.0,61240000.0,,5129000.0,388000.0,13938000.0,,,,1346000.0,4125000.0,3724000.0,16000.0,,,996000.0,9000.0,68818000.0,,,,-1354000.0,316000.0,-1919000.0,-4000.0,8318000.0,,,
